USER_ID,WHITE,ALCHY,JUNKY,SUPER,MARRIED,FELON,WORKREL,PROPTY,PERSON,MALE,PRIORS,SCHOOL,RULE,AGE,TSERVD,FOLLOW,RECID,TIME,FILE
119,0,0,0,0,0,0,0,0,0,1,2,9,1,240,12,73,1,21,3
120,0,1,0,1,1,1,1,1,0,1,2,12,1,488,62,72,1,3,2
121,1,0,0,1,1,0,0,0,0,1,8,8,0,479,3,79,1,49,3
122,0,0,0,1,0,1,0,0,1,1,0,8,0,245,29,72,0,73,2
123,0,0,0,1,1,0,1,0,0,1,2,10,3,490,96,75,0,0,3
124,0,0,0,0,1,0,0,0,0,1,0,8,0,284,10,80,0,0,1
125,1,0,0,1,0,1,1,1,0,1,0,10,0,233,26,80,1,5,3
126,1,0,0,1,0,1,0,1,0,1,0,12,0,263,11,78,0,0,2
127,0,0,1,0,0,0,0,0,0,1,-9,17,3,533,35,80,1,30,3
128,0,0,0,1,0,0,1,0,1,1,2,3,0,513,6,71,0,0,2
129,0,0,0,0,0,0,0,0,0,1,0,11,0,211,3,72,1,30,1
130,0,0,0,0,0,0,1,0,0,1,-9,11,0,281,2,76,0,0,3
131,0,0,0,0,0,0,0,0,0,1,0,6,1,253,6,74,0,0,3
132,0,0,0,1,0,0,0,0,0,1,0,9,0,345,2,71,0,0,3
133,0,0,1,1,1,0,1,0,0,1,2,9,1,307,16,76,1,57,2
134,0,0,0,1,0,0,0,0,0,1,0,10,0,228,8,75,1,34,3
135,0,0,0,1,0,1,1,1,0,1,-9,12,0,352,35,71,1,44,3
136,0,0,0,1,1,0,1,1,0,0,0,11,4,252,32,76,0,0,2
137,0,0,0,1,0,1,0,1,0,1,-9,9,0,604,25,78,1,54,3
138,0,0,0,0,1,0,0,0,0,1,0,6,0,408,14,78,1,9,3
139,0,0,0,1,0,1,0,1,0,1,0,9,3,273,28,72,1,23,1
140,0,0,0,1,1,0,0,0,0,0,0,11,0,249,1,80,0,0,3
141,0,0,0,0,0,0,0,0,0,1,0,9,1,211,11,72,0,0,2
142,0,0,0,0,0,0,0,0,0,1,1,12,4,313,11,81,1,63,3
143,0,0,0,1,1,1,0,0,1,1,10,0,1,648,107,75,0,0,3
144,0,1,0,1,0,0,0,0,0,1,2,4,0,724,9,70,0,0,2
145,1,0,0,1,0,1,0,1,0,1,0,11,4,292,29,78,0,0,1
146,1,0,0,0,0,1,0,0,0,1,0,12,4,299,21,81,1,1,2
147,0,0,0,0,0,0,1,0,0,1,4,8,0,427,6,80,1,54,3
148,1,0,0,0,0,1,1,1,0,1,10,8,5,441,50,77,1,4,2
149,1,0,0,1,1,1,0,1,0,1,0,9,4,224,40,71,1,7,3
150,0,0,0,0,0,0,0,0,0,1,6,8,10,278,14,76,1,5,3
151,1,1,0,1,0,0,1,0,0,1,3,10,3,572,7,72,1,16,1
152,0,1,1,1,0,1,0,1,0,1,1,8,4,273,22,81,0,0,2
153,0,0,0,1,0,0,1,1,0,1,0,14,0,379,8,75,0,0,3
154,0,0,0,0,1,0,1,0,0,1,-9,15,0,365,4,76,0,0,3
155,1,0,0,0,0,0,1,0,0,1,0,9,0,225,6,73,1,28,2
156,1,0,0,0,0,0,1,1,0,1,1,7,0,420,7,79,0,0,3
157,1,1,0,1,0,0,1,0,0,1,0,14,1,472,25,77,0,0,1
158,0,1,1,1,0,1,0,1,0,1,1,5,14,250,62,76,1,5,2
159,0,0,0,1,0,0,0,0,0,1,0,9,0,250,14,72,0,0,3
160,0,1,0,1,1,0,0,0,0,1,3,12,1,378,24,75,0,0,2
161,1,0,0,1,0,0,0,0,0,1,0,8,1,213,11,74,0,0,3
162,0,0,0,1,0,1,0,1,0,1,1,8,18,269,119,72,1,13,1
163,0,0,0,0,0,0,0,0,0,0,0,10,0,227,7,81,0,0,2
164,0,0,0,1,0,0,0,0,0,1,0,6,1,214,13,77,1,10,3
165,1,0,1,1,0,0,1,0,0,1,5,10,1,475,19,76,1,3,2
166,1,0,0,0,0,0,1,0,0,1,0,10,0,292,4,78,0,0,1
167,1,0,0,1,0,0,0,0,0,1,2,9,2,246,21,73,1,6,2
168,0,0,1,1,0,0,1,0,0,1,0,12,1,312,24,73,0,0,2
169,0,0,0,1,1,1,0,0,1,1,0,14,1,441,74,74,0,0,3
170,1,0,0,1,0,0,0,0,0,1,0,11,0,218,9,77,1,23,3
171,1,1,0,0,1,0,1,0,0,1,0,16,1,516,7,70,0,0,1
172,1,0,0,0,0,0,0,0,0,1,5,6,1,688,6,71,0,0,3
173,1,0,0,1,0,0,1,1,0,1,0,14,0,575,4,71,0,0,3
174,0,0,0,1,0,0,1,0,0,1,0,10,0,302,12,71,0,0,3
175,0,0,1,0,0,0,1,0,0,1,3,8,0,596,19,73,1,45,2
176,1,0,1,1,1,0,1,0,0,1,0,12,2,314,36,71,0,0,2
177,0,0,0,1,0,0,0,0,0,0,0,9,0,234,2,81,0,0,3
178,0,1,0,1,1,0,0,0,0,1,0,9,0,414,6,70,0,0,1
179,0,0,0,0,0,0,0,0,0,1,0,9,0,238,7,80,0,0,2
180,0,0,0,0,0,0,0,0,0,1,6,8,1,362,29,70,0,0,2
181,0,0,0,0,1,1,1,1,0,1,0,10,8,294,81,77,1,64,3
182,1,0,0,1,0,0,0,0,0,1,0,11,0,396,1,79,0,0,3
183,0,0,0,1,0,0,0,0,0,1,1,9,0,288,8,70,1,28,1
184,0,0,0,1,0,1,1,1,0,1,2,10,1,263,45,71,1,11,2
185,0,0,0,1,0,1,1,1,0,1,3,12,0,405,18,75,1,39,2
186,0,0,0,0,1,1,1,1,0,1,0,11,4,271,53,76,1,11,3
187,1,0,0,1,1,1,1,0,0,1,0,11,2,308,39,71,0,0,3
188,1,0,0,1,1,1,1,1,0,1,0,12,2,307,19,72,0,0,1
189,1,1,1,1,1,1,0,0,0,1,1,9,0,300,10,72,0,0,2
190,1,0,0,1,1,0,1,0,0,1,0,7,0,491,4,71,1,25,3
191,0,0,0,1,1,0,0,0,0,1,2,12,0,377,2,79,1,14,3
192,1,0,0,1,1,1,1,1,0,1,9,6,2,503,91,81,0,0,3
193,1,0,0,1,0,0,0,0,0,1,0,0,0,208,2,75,0,0,3
194,0,1,1,1,1,0,1,0,0,1,0,9,0,335,10,77,1,26,2
195,0,0,0,1,0,0,1,0,0,1,0,12,0,330,19,75,0,0,1
196,0,0,0,1,0,0,1,0,0,1,0,9,1,229,17,81,0,0,3
197,1,0,0,1,0,0,0,0,0,1,0,10,0,210,4,75,0,0,3
198,0,0,0,0,0,1,1,0,0,1,1,14,0,351,30,76,1,7,2
199,1,1,0,1,0,1,1,1,0,1,0,10,0,280,12,79,0,0,2
200,1,0,1,1,0,1,0,1,0,1,0,10,0,314,29,76,1,35,1
201,1,1,1,1,0,0,0,0,0,1,-9,9,5,315,29,74,0,0,3
202,1,0,0,0,0,0,0,0,0,1,0,10,4,262,6,76,1,46,3
203,1,0,0,1,0,0,0,0,0,1,3,11,2,239,5,72,0,0,3
204,1,0,0,1,0,0,0,0,0,1,0,11,1,275,7,79,0,0,2
205,1,0,0,1,1,1,1,0,0,1,4,7,0,526,59,75,0,0,3
206,0,0,1,1,0,0,0,0,0,1,0,10,0,361,17,75,0,0,2
207,1,0,0,1,0,0,0,0,0,1,0,12,0,551,2,71,0,0,3
208,0,0,0,1,0,0,0,0,0,0,0,8,1,264,12,77,0,0,1
209,0,0,1,1,0,0,1,0,0,1,0,9,0,259,11,77,1,11,2
210,0,1,0,0,0,0,0,0,0,1,0,9,1,225,9,72,0,0,2
211,0,0,0,1,0,0,1,0,0,1,2,8,0,385,14,76,0,0,3
212,1,0,0,0,0,0,1,0,0,1,0,9,1,268,5,72,0,0,1
213,0,0,0,0,1,0,0,0,0,1,3,6,7,365,102,81,0,0,3
214,1,1,1,0,1,0,0,0,0,1,0,10,1,285,5,70,0,0,2
215,1,0,0,1,0,1,0,1,0,0,0,12,3,266,24,81,0,0,2
216,0,1,1,0,0,1,0,0,1,1,8,7,1,446,32,76,0,0,1
217,0,0,0,0,1,0,0,1,0,1,1,9,3,274,39,79,1,21,3
218,1,0,0,1,0,0,1,0,0,1,5,8,0,465,3,76,1,26,3
219,1,0,0,0,0,0,0,0,0,1,0,8,0,268,4,81,1,46,3
220,1,0,0,1,0,1,1,0,1,1,0,10,0,343,12,73,0,0,3
221,1,0,0,1,0,0,0,0,0,1,0,10,1,268,8,72,0,0,2
222,1,0,0,1,0,0,1,1,0,1,1,10,3,283,22,72,0,0,2
223,1,0,0,1,0,0,0,0,0,1,12,3,0,699,4,77,1,8,1
224,1,0,0,0,1,0,0,0,0,1,10,12,0,455,5,73,0,0,3
225,1,1,0,1,1,0,1,0,0,1,0,8,0,257,5,79,1,5,2
226,0,0,0,0,1,0,0,0,0,1,2,11,3,319,7,81,1,14,3
227,0,0,0,1,0,0,0,0,0,1,0,11,0,247,9,72,0,0,2
228,1,1,0,1,1,0,1,0,0,1,1,12,0,455,6,75,0,0,1
229,1,0,0,1,0,0,0,0,0,1,1,8,0,267,14,71,1,25,2
230,1,1,0,0,0,0,1,1,0,1,0,5,0,366,9,73,0,0,2
231,1,0,0,0,0,0,1,0,0,1,1,11,0,342,5,79,1,14,1
232,0,0,0,0,0,0,0,0,0,1,3,1,3,450,12,80,0,0,3
233,1,0,0,1,0,0,0,0,0,1,1,11,0,244,7,70,1,11,3
234,0,0,0,1,0,0,0,0,0,1,1,9,0,609,20,73,0,0,3
235,0,0,0,1,1,0,1,1,0,1,3,12,1,344,59,71,1,31,2
236,0,0,0,1,0,0,0,0,0,1,0,12,0,333,9,73,0,0,2
237,1,0,0,1,0,0,1,0,0,1,0,12,1,372,5,80,1,17,3
238,0,0,0,1,0,0,1,0,0,1,3,6,0,582,7,81,0,0,1
239,1,0,0,1,0,0,0,0,0,1,7,8,4,311,15,71,1,1,2
240,1,0,1,0,1,0,1,0,0,1,5,9,0,330,8,78,1,5,2
241,0,0,0,1,1,1,1,1,0,1,8,11,3,377,20,79,1,46,1
242,0,0,0,0,0,1,0,0,0,1,0,10,0,287,17,80,1,11,2
243,0,0,0,1,0,1,0,1,0,1,2,12,1,376,34,76,1,29,2
244,1,0,0,0,1,0,1,0,0,1,2,7,0,679,7,78,0,0,3
245,1,0,0,1,1,0,1,0,0,1,1,11,0,298,7,80,0,0,1
246,0,0,0,0,0,1,0,1,0,1,0,9,1,262,28,78,1,22,2
247,1,0,0,1,0,0,0,0,0,1,0,9,0,270,8,76,0,0,3
248,1,0,0,1,1,0,0,0,0,1,0,10,0,299,3,80,0,0,2
249,1,0,0,0,0,1,0,1,0,1,9,12,3,601,118,76,0,0,1
250,1,0,1,1,1,0,1,0,0,1,0,9,0,251,9,76,0,0,2
251,1,0,0,1,1,1,1,1,0,1,0,11,0,266,16,71,1,12,2
252,1,0,0,0,0,0,0,0,0,1,0,9,7,295,18,75,0,0,1
253,1,0,0,1,1,1,1,0,0,1,0,19,0,441,9,75,0,0,2
254,1,0,0,1,0,0,0,0,0,1,0,10,2,224,20,70,1,37,3
255,1,0,0,1,0,0,0,0,0,1,0,10,0,228,1,81,1,14,3
256,1,0,0,1,1,0,0,0,0,1,0,10,1,322,2,74,0,0,3
257,1,0,0,1,0,0,1,0,0,1,1,10,0,342,7,73,0,0,3
258,0,0,0,0,0,0,0,0,0,1,1,11,0,318,6,70,1,10,3
259,1,0,0,1,0,1,0,1,0,1,0,10,1,247,9,73,0,0,2
260,1,1,0,1,0,0,0,0,0,1,0,9,0,233,16,73,1,30,1
261,0,0,0,1,0,1,0,1,0,1,0,6,0,275,21,75,1,66,2
262,0,0,0,1,0,1,0,1,0,1,0,12,1,287,22,74,0,0,2
263,0,0,0,0,0,0,0,0,0,1,0,8,4,242,15,70,1,25,1
264,1,0,0,0,0,0,0,0,0,1,1,2,0,517,4,74,1,27,3
265,0,0,0,0,0,0,0,0,0,1,1,9,5,258,29,81,1,25,2
266,0,0,0,0,0,1,0,1,0,1,-9,12,9,295,34,81,1,11,3
267,0,1,0,1,1,0,0,0,0,1,1,8,0,409,4,74,1,25,2
268,1,0,0,1,0,0,1,0,0,1,0,16,0,316,12,74,0,0,3
269,1,0,0,1,0,0,1,0,0,1,0,16,0,407,12,74,0,0,3
270,0,0,1,0,0,0,0,0,0,1,0,10,0,255,15,70,0,0,1
271,1,0,0,1,0,1,0,1,0,1,0,9,2,232,18,77,0,0,3
272,1,0,0,1,0,0,0,1,0,0,0,10,0,411,7,76,0,0,3
273,1,0,0,1,1,1,1,0,1,1,5,8,7,418,138,70,1,20,3
274,1,0,1,0,0,0,0,0,0,1,0,10,1,241,4,80,0,0,2
275,1,0,1,0,1,0,0,1,0,1,0,10,0,269,3,81,1,65,2
276,0,0,0,1,0,0,1,0,0,1,1,3,0,563,4,79,0,0,3
277,1,0,0,1,0,0,0,0,0,1,1,8,0,352,8,71,1,3,3
278,1,0,0,0,0,1,0,1,0,1,3,9,8,276,41,80,0,0,1
279,1,0,1,0,1,0,0,0,0,1,0,9,6,281,5,73,0,0,2
280,1,0,0,1,0,0,0,0,0,1,2,6,0,339,1,70,0,0,3
281,0,0,0,1,0,1,1,1,0,1,0,12,0,315,17,81,0,0,3
282,0,0,1,0,1,1,0,1,0,1,-9,7,2,284,39,73,1,12,3
283,1,0,0,0,0,0,0,0,0,1,2,9,2,425,6,70,1,2,3
284,1,0,0,0,1,0,0,0,0,1,-9,11,0,524,2,70,0,0,3
285,0,1,0,1,0,0,1,0,0,1,0,11,0,507,5,70,0,0,2
286,1,0,0,0,0,0,1,0,0,1,2,9,2,438,12,79,0,0,1
287,1,0,0,1,1,1,1,1,0,1,1,12,2,323,28,71,0,0,2
288,1,0,1,0,0,0,1,0,0,1,-9,10,1,749,30,76,1,6,3
289,0,0,1,1,0,1,1,1,0,1,4,11,1,322,20,78,1,42,2
290,0,1,1,1,0,0,0,0,0,1,-9,9,9,350,19,74,1,4,3
291,1,0,0,0,1,0,0,0,0,1,0,8,0,255,4,76,0,0,3
292,0,0,0,0,0,0,0,0,0,1,2,10,3,215,4,70,1,2,3
293,1,0,0,0,0,1,0,1,0,1,1,10,8,265,26,71,1,15,1
294,1,0,1,1,0,0,1,1,0,1,0,16,0,333,7,79,0,0,2
295,1,0,0,0,0,0,1,0,0,1,0,12,1,451,9,71,0,0,2
296,1,0,0,1,0,0,0,0,0,1,0,7,0,613,3,73,0,0,3
297,0,0,0,1,0,0,1,0,0,1,1,10,4,247,33,80,1,8,1
298,0,0,0,1,0,1,1,1,0,1,2,12,0,272,20,76,0,0,2
299,0,0,0,1,0,0,1,0,0,1,0,8,0,258,7,80,1,27,2
300,1,0,0,0,0,0,0,0,0,1,0,8,0,247,9,76,0,0,3
301,0,0,0,0,1,0,1,0,0,1,1,8,0,420,3,72,1,35,3
302,1,0,1,0,0,0,0,0,0,1,1,0,1,270,4,78,0,0,3
303,0,0,0,0,0,0,1,0,0,1,1,8,1,632,7,76,0,0,3
304,1,0,0,1,1,0,0,0,0,1,0,10,0,256,2,80,1,38,3
305,1,1,0,0,0,0,1,0,0,1,9,5,0,373,5,73,0,0,1
306,1,0,1,1,0,0,1,0,0,1,0,10,0,316,10,70,0,0,2
307,0,0,0,1,0,0,0,0,0,1,0,8,0,463,0,75,0,0,3
308,0,0,0,1,0,1,1,1,0,1,2,12,2,337,63,70,1,17,2
309,1,1,0,1,0,0,1,0,0,1,8,11,0,516,6,72,0,0,1
310,1,1,0,1,0,0,1,0,0,1,0,10,0,370,6,73,0,0,2
311,1,0,0,1,0,0,0,0,0,1,0,9,0,211,1,81,1,39,2
312,0,0,0,0,1,1,1,1,0,1,8,11,3,373,51,74,1,21,3
313,0,0,0,1,0,0,1,0,0,1,0,11,0,304,2,73,0,0,3
314,1,0,0,1,0,0,0,0,0,1,3,10,2,274,7,70,0,0,1
315,0,0,0,1,1,1,0,1,0,1,0,10,0,273,10,72,0,0,2
316,1,0,0,1,0,0,0,0,0,1,0,11,0,255,9,73,0,0,2
317,0,0,0,1,0,0,0,0,0,1,-9,11,0,260,3,70,1,48,3
318,1,0,1,1,0,1,0,0,0,1,2,10,6,292,25,74,0,0,1
319,0,1,0,1,0,0,0,0,0,1,0,8,0,242,7,76,0,0,2
320,1,0,0,1,1,0,1,0,0,1,0,11,1,325,19,74,0,0,2
321,1,0,0,0,0,0,0,0,0,1,1,12,0,320,7,76,0,0,3
322,0,0,0,1,0,0,0,0,0,1,2,8,1,258,13,73,0,0,3
323,0,0,0,1,0,1,1,0,1,0,2,11,0,515,14,71,0,0,1
324,1,0,0,1,1,0,0,0,0,0,0,8,1,250,30,81,0,0,2
325,0,1,0,1,1,0,1,0,0,1,4,5,0,620,3,71,0,0,2
326,0,0,0,0,1,0,1,0,0,1,0,12,1,348,6,81,1,25,3
327,1,1,0,1,1,0,0,0,0,1,0,11,0,283,3,77,0,0,1
328,1,1,1,1,0,1,0,1,0,1,2,12,2,273,30,77,0,0,2
329,0,0,0,0,0,1,0,1,0,1,0,10,11,248,46,76,1,42,3
330,0,0,0,1,0,0,1,0,0,0,0,9,0,248,6,77,0,0,2
331,0,0,0,0,1,0,1,0,0,1,19,7,0,532,7,79,1,53,3
332,0,0,1,1,1,0,1,0,0,1,1,9,0,454,5,81,0,0,1
333,0,0,0,1,0,0,0,0,0,0,0,11,0,226,66,78,1,8,3
334,1,0,0,0,0,0,0,0,0,1,0,0,0,609,2,81,0,0,3
335,0,0,0,1,0,1,1,1,0,1,-9,12,1,385,35,80,0,0,3
336,0,0,0,1,0,0,0,0,0,1,0,11,0,300,5,73,0,0,3
337,0,0,0,1,0,0,1,0,0,1,2,12,0,356,21,77,1,44,2
338,0,0,0,0,1,0,1,0,0,1,0,7,0,332,22,80,1,6,2
339,0,0,0,1,1,0,1,0,0,1,3,8,0,394,41,71,1,41,1
340,0,1,0,1,1,1,1,0,0,1,3,3,1,502,64,73,0,0,2
341,0,0,0,1,1,1,0,0,0,1,1,9,0,420,11,74,0,0,2
342,1,0,0,1,0,0,1,0,0,1,2,9,0,257,5,80,0,0,3
343,1,0,0,0,0,0,0,0,0,1,0,7,2,247,6,80,1,49,3
344,0,0,1,1,0,0,1,0,0,1,0,11,2,248,14,70,0,0,1
345,1,0,0,0,0,0,0,0,0,1,0,9,0,219,7,81,0,0,3
